Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,Number of BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Distance to Water (feet),Entry Source,BTM (Y/N),Interest in Help,Tree Type (Ornamental | Fruiting / Flowering | Bush),Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)"
370,-69.66053675,44.53381194,Ash-White ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
392,-69.65930333,44.5273026,Ash-White ,Poor ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
420,-69.65882396,44.53406609,Ash-White ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
617,-69.65487207,44.57998129,Ash-White ,Good ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
171,-69.63458309,44.54596771,Ash-White ,Poor ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
376,-69.66076853,44.53402976,Ash-White ,Good ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
422,-69.65891494,44.53409026,Ash-White ,Fair ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
508,-69.65471286,44.57915674,Ash-White ,Good ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
378,-69.66071671,44.53403109,Ash-White ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
496,-69.65536307,44.58031352,Ash-White ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
505,-69.65497191,44.57971781,Ash-White ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
135,-69.63481117,44.54577818,Ash-White ,Fair ,,,0,12,8,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
368,-69.66056451,44.53379963,Ash-White ,Fair ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
369,-69.66056436,44.53381506,Ash-White ,Fair ,,,0,12,11,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
375,-69.66071255,44.53399366,Ash-White ,Good ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
377,-69.66077438,44.53402674,Ash-White ,Good ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
511,-69.65464951,44.57900704,Ash-White ,Fair ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
456,-69.66125904,44.52744635,Ash-White ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
387,-69.66026335,44.53435602,Ash-White ,Good ,,,0,16,1...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
373,-69.66072207,44.53402718,Ash-White ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
506,-69.65496013,44.5796295,Ash-White ,Good ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
372,-69.66066448,44.53392025,Ash-White ,Good ,,,0,21,19,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
497,-69.65526482,44.58025061,Ash-White ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
26,-69.62773993,44.55078428,Ash-White ,Good ,,,0,5,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
34,-69.62767459,44.55070357,Ash-White ,Fair ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
398,-69.65954621,44.52694167,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
27,-69.62768555,44.55084344,Ash-White ,Fair ,,,0,7,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
364,-69.66049525,44.53371769,Beech-American ,Fair ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
627,-69.65459642,44.57922567,Birch-Paper ,Good ,,,0,5,6,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
490,-69.6560053,44.58062281,Birch-Paper ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
626,-69.65463902,44.57929706,Birch-Paper ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
359,-69.66029106,44.53347953,Birch-Paper ,Good ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
518,-69.65468104,44.57941279,Birch-Paper ,Good ,,,0,9,5,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
159,-69.63355749,44.5464196,Birch-Paper ,Good ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
475,-69.65975225,44.52693828,Birch-Paper ,Poor ,,,0,11,8,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
78,-69.62726698,44.55263141,Birch-River ,Poor ,,,0,1,...,...,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
72,-69.62722375,44.55251928,Birch-River ,Good ,,,0,2,2,2,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
73,-69.62716716,44.55257609,Birch-River ,Good ,,,0,2,2,2,1,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
54,-69.62704316,44.5515117,Birch-River ,Good ,,,0,3,3,1,1,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
57,-69.62719541,44.55166743,Birch-River ,Good ,,,0,3,3,1,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
65,-69.62712477,44.55228637,Birch-River ,Good ,,,0,3,2,1,1,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
67,-69.62722306,44.55235753,Birch-River ,Good ,,,0,3,3,3,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
69,-69.62715494,44.5524321,Birch-River ,Good ,,,0,3,1,1,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
66,-69.62719614,44.55231663,Birch-River ,Good ,,,0,4,3,1,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
76,-69.6271921,44.55268889,Birch-River ,Good ,,,0,4,2,2,1,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
94,-69.62741295,44.5528875,Birch-River ,Good ,,,0,2,2,2,2,2,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
50,-69.62723514,44.55127531,Birch-River ,Fair ,,,0,3,2,1,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
81,-69.62738108,44.5526602,Birch-River ,Good ,,,0,3,2,2,2,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
92,-69.62734546,44.55291072,Birch-River ,Fair ,,,0,3,3,2,1,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
93,-69.62739787,44.55291468,Birch-River ,Good ,,,0,3,3,2,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
346,-69.66257096,44.52881244,Cherry-Black ,Poor ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
457,-69.66125847,44.52740197,Cherry-Black ,Dead ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
460,-69.66113757,44.52734815,Cherry-Black ,Fair ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
113,-69.63290179,44.55084571,Elm-American ,Fair ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
120,-69.63336672,44.55080302,Elm-American ,Fair ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
15,-69.64579829,44.56226307,Elm-American ,Dead ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
481,-69.65986478,44.52698952,Elm-American ,Poor ,,,0,5,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
336,-69.64302478,44.53468325,Elm-American ,Poor ,,,0,10,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
124,-69.63353144,44.55100537,Ginkgo ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
52,-69.6271779,44.55135179,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
53,-69.62713498,44.55146478,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
55,-69.62717293,44.55159065,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
182,-69.64730043,44.56412779,Honeylocust-Thornless Common ,Good ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
150,-69.63302203,44.54616133,Honeylocust-Thornless Common ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
183,-69.64739607,44.56422083,Honeylocust-Thornless Common ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
131,-69.63315978,44.55124643,Honeylocust-Thornless Common ,Good ,,,0,25,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
82,-69.62749804,44.5526394,Honeylocust-Thornless Common ,Fair ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
83,-69.62750592,44.55256399,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
84,-69.6275226,44.55247297,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
85,-69.62746561,44.55239309,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
86,-69.62738693,44.5523417,Honeylocust-Thornless Common ,Fair ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
87,-69.6273077,44.55230811,Honeylocust-Thornless Common ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
104,-69.62962292,44.54958675,Honeylocust-Thornless Common ,Good ,,,0,14,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
187,-69.64836331,44.56501944,Honeylocust-Thornless Common ,Good ,,,0,14,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
132,-69.63315023,44.55112273,Horsechestnut-Common ,Fair ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
128,-69.63371266,44.55132367,Lilac-Japanese Tree ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
356,-69.66029276,44.53327968,Linden-Littleleaf ,Good ,,,0,12,12,11,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
108,-69.62902753,44.54952102,Linden-Littleleaf ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
109,-69.62902942,44.54959769,Linden-Littleleaf ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
181,-69.64717981,44.56404483,Linden-Littleleaf ,Good ,,,0,18,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
107,-69.62905829,44.54946569,Linden-Littleleaf ,Fair ,,,0,23,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
136,-69.63463146,44.54580237,Linden-Littleleaf ,Poor ,,,0,33,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
138,-69.63461065,44.54561383,Linden-Littleleaf ,Fair ,,,0,33,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
185,-69.64804215,44.5647744,Linden-Littleleaf ,Good ,,,0,8,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
151,-69.6328552,44.54621844,Locust-Black ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
157,-69.6333794,44.54638352,Locust-Black ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
162,-69.63368534,44.54647386,Locust-Black ,Fair ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
163,-69.63372459,44.54646835,Locust-Black ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
152,-69.6332622,44.54627605,Locust-Black ,Good ,,,0,19,14,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
160,-69.63361944,44.5464475,Locust-Black ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
165,-69.63374075,44.54646066,Locust-Black ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
153,-69.63329641,44.54627963,Locust-Black ,Good ,,,0,23,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
156,-69.63334217,44.54638278,Locust-Black ,Good ,,,0,24,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
158,-69.63356545,44.54643262,Locust-Black ,Good ,,,0,24,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
446,-69.66123037,44.52787699,Maple-Boxelder ,Fair ,,,0,16,7,5,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
293,-69.64326011,44.53459879,Maple-Boxelder ,Good ,,,0,7,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
321,-69.64256249,44.53501675,Maple-Boxelder ,Fair ,,,0,9,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
287,-69.64342227,44.53455206,Maple-Boxelder ,Poor ,,,0,11,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
482,-69.65999375,44.52703713,Maple-Boxelder ,Poor ,,,0,12,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
289,-69.64334724,44.53454887,Maple-Boxelder ,Poor ,,,0,15,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
332,-69.64272214,44.53471499,Maple-Boxelder ,Poor ,,,0,17,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
330,-69.64266331,44.53472552,Maple-Boxelder ,Poor ,,,0,18,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
267,-69.63071042,44.56718859,Maple-Freeman's ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
274,-69.63861643,44.53793262,Maple-Freeman's ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
266,-69.63063244,44.56716256,Maple-Freeman's ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
263,-69.6303465,44.56710716,Maple-Freeman's ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
264,-69.63045771,44.56715136,Maple-Freeman's ,Fair ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
275,-69.6386266,44.53800454,Maple-Freeman's ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
260,-69.63006394,44.56710058,Maple-Freeman's ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
271,-69.63889521,44.53781538,Maple-Freeman's ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
273,-69.6386728,44.53786054,Maple-Freeman's ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
276,-69.63858019,44.5380571,Maple-Freeman's ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
261,-69.63020158,44.56711241,Maple-Freeman's ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
259,-69.63002,44.56705826,Maple-Freeman's ,Good ,,,0,22,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
119,-69.63331682,44.55085895,Maple-Freeman's ,Good ,,,0,23,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
133,-69.63589461,44.54762061,Maple-Norway ,Good ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
408,-69.66175257,44.52854729,Maple-Norway ,Good ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
127,-69.63390284,44.55138589,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
142,-69.63372764,44.54535486,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
154,-69.63329828,44.54628923,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
161,-69.63365708,44.54647788,Maple-Norway ,Fair ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
211,-69.6281684,44.5524669,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
212,-69.62819048,44.55241391,Maple-Norway ,Fair ,,,0,5,4,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
437,-69.65937075,44.53413968,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
164,-69.63371142,44.54647356,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
213,-69.62820539,44.55232666,Maple-Norway ,Fair ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
219,-69.62820807,44.55213434,Maple-Norway ,Fair ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
362,-69.66038122,44.53364227,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
430,-69.65905731,44.53410232,Maple-Norway ,Good ,,,0,6,4,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
436,-69.65939488,44.53410101,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
442,-69.65969233,44.53417682,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
517,-69.65470062,44.57943086,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
155,-69.6333227,44.54631953,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
168,-69.63422512,44.54619594,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
173,-69.63460312,44.54594094,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
217,-69.62821225,44.55215308,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
424,-69.65896232,44.53418763,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
507,-69.65474051,44.57922792,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
166,-69.63401391,44.54631335,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
172,-69.63461321,44.54596156,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
180,-69.64671208,44.56367408,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
192,-69.64309064,44.55164845,Maple-Norway ,Fair ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
218,-69.62817826,44.55215685,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
439,-69.65953031,44.53418113,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
170,-69.6342978,44.54616962,Maple-Norway ,Poor ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
216,-69.6281902,44.55218148,Maple-Norway ,Fair ,,,0,9,5,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
434,-69.65911292,44.53409457,Maple-Norway ,Good ,,,0,10,9,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
169,-69.63425038,44.54619189,Maple-Norway ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
226,-69.62820801,44.55153929,Maple-Norway ,Fair ,,,0,11,11,11,1...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
396,-69.65949103,44.52698646,Maple-Norway ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
177,-69.64648815,44.56347963,Maple-Norway ,Fair ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
179,-69.64664797,44.56361455,Maple-Norway ,Good ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
178,-69.6465797,44.56355262,Maple-Norway ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
222,-69.62819165,44.55204287,Maple-Norway ,Good ,,,0,14,11,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
137,-69.63470439,44.54569451,Maple-Norway ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
167,-69.63417941,44.54623037,Maple-Norway ,Fair ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
230,-69.62792949,44.5506272,Maple-Norway ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
139,-69.63453822,44.54553113,Maple-Norway ,Good ,,,0,18,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
140,-69.63445819,44.54547729,Maple-Norway ,Fair ,,,0,18,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
115,-69.63303671,44.55069348,Maple-Norway ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
126,-69.63390118,44.5510491,Maple-Norway ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
102,-69.62975644,44.54960304,Maple-Norway ,Good ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
141,-69.6342989,44.54533784,Maple-Norway ,Fair ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
125,-69.63373802,44.55102391,Maple-Norway ,Good ,,,0,24,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
118,-69.63328662,44.55095784,Maple-Norway ,Good ,,,0,25,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
143,-69.6333238,44.54525793,Maple-Norway ,Fair ,,,0,26,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
112,-69.63276773,44.55101145,Maple-Norway ,Fair ,,,0,46,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
284,-69.64353336,44.53454246,Maple-Norway ,Good ,,,0,4,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
285,-69.64349706,44.53455149,Maple-Norway ,Poor ,,,0,4,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
288,-69.64344598,44.53456475,Maple-Norway ,Good ,,,0,4,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
290,-69.64338189,44.53457238,Maple-Norway ,Fair ,,,0,5,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
